AreaID,AreaName,TimePeriod,Source,Sector,Subsector,Goal,Target,Indicator,Unit,SubgroupDimension,Subgroup,SubgroupOrder,DataValue,Footnote
IND,India,2015-16,"Department of School Education and Literacy, Ministry of Education",Quality Education,Education,4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"4.5: By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.2: Enrolment ratio of children with disabilities,Ratio,Education Level,Elementary,3,1.16,NA
IND,India,2016-17,"Department of School Education and Literacy, Ministry of Education",Quality Education,Education,4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"4.5: By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.2: Enrolment ratio of children with disabilities,Ratio,Education Level,Elementary,3,1.1,NA
IND,India,2017-18,"Department of School Education and Literacy, Ministry of Education",Quality Education,Education,4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"4.5: By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.2: Enrolment ratio of children with disabilities,Ratio,Education Level,Elementary,3,1.08,NA
IND,India,2018-19,"Department of School Education and Literacy, Ministry of Education",Quality Education,Education,4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"4.5: By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.2: Enrolment ratio of children with disabilities,Ratio,Education Level,Elementary,3,0.97,NA
IND,India,2015-16,"Department of School Education and Literacy, Ministry of Education",Quality Education,Education,4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"4.5: By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.2: Enrolment ratio of children with disabilities,Ratio,Education Level,Secondary,4,0.56,NA
IND,India,2016-17,"Department of School Education and Literacy, Ministry of Education",Quality Education,Education,4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"4.5: By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.2: Enrolment ratio of children with disabilities,Ratio,Education Level,Secondary,4,0.56,NA
IND,India,2017-18,"Department of School Education and Literacy, Ministry of Education",Quality Education,Education,4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"4.5: By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.2: Enrolment ratio of children with disabilities,Ratio,Education Level,Secondary,4,0.62,NA
IND,India,2018-19,"Department of School Education and Literacy, Ministry of Education",Quality Education,Education,4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"4.5: By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.2: Enrolment ratio of children with disabilities,Ratio,Education Level,Secondary,4,0.65,NA
IND,India,2015-16,"Department of School Education and Literacy, Ministry of Education",Quality Education,Education,4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"4.5: By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.2: Enrolment ratio of children with disabilities,Ratio,Education Level,Higher Secondary,5,0.25,NA
IND,India,2016-17,"Department of School Education and Literacy, Ministry of Education",Quality Education,Education,4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"4.5: By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.2: Enrolment ratio of children with disabilities,Ratio,Education Level,Higher Secondary,5,0.28,NA
IND,India,2017-18,"Department of School Education and Literacy, Ministry of Education",Quality Education,Education,4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"4.5: By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.2: Enrolment ratio of children with disabilities,Ratio,Education Level,Higher Secondary,5,0.31,NA
IND,India,2018-19,"Department of School Education and Literacy, Ministry of Education",Quality Education,Education,4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"4.5: By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.2: Enrolment ratio of children with disabilities,Ratio,Education Level,Higher Secondary,5,0.31,NA
IND,India,2011,"Office of the Registrar General & Census Commissioner, India, Ministry of Home Affairs",Quality Education,Education,4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"4.6: By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy",4.6.1: Literacy rate of youth in the age group of 15-24 years,Percent,Sex,Total,1,86.14,NA
IND,India,2020,"Department of School Education and Literacy, Ministry of Education",Quality Education,Education,4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"4.7: By 2030, ensure that all learners acquire the knowledge and skills needed to promote sustainable development, including, among others, through education for sustainable development and sustainable lifestyles, human rights, gender equality, promotion of a culture of peace and non-violence, global citizenship and appreciation of cultural diversity and of culture’s contribution to sustainable development",4.7.1: Extent to which (i) global citizenship education and (ii) education for sustainable development are mainstreamed in (a) national education policies; (b) curricula; (c) teacher education; and (d) student assessment (similar to 12.8.1 and 13.3.1),Number,Area,Policy,1,1,NA
IND,India,2020,"Department of School Education and Literacy, Ministry of Education",Quality Education,Education,4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"4.7: By 2030, ensure that all learners acquire the knowledge and skills needed to promote sustainable development, including, among others, through education for sustainable development and sustainable lifestyles, human rights, gender equality, promotion of a culture of peace and non-violence, global citizenship and appreciation of cultural diversity and of culture’s contribution to sustainable development",4.7.1: Extent to which (i) global citizenship education and (ii) education for sustainable development are mainstreamed in (a) national education policies; (b) curricula; (c) teacher education; and (d) student assessment (similar to 12.8.1 and 13.3.1),Number,Area,Curricular,2,0.92,NA
IND,India,2020,"Department of School Education and Literacy, Ministry of Education",Quality Education,Education,4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"4.7: By 2030, ensure that all learners acquire the knowledge and skills needed to promote sustainable development, including, among others, through education for sustainable development and sustainable lifestyles, human rights, gender equality, promotion of a culture of peace and non-violence, global citizenship and appreciation of cultural diversity and of culture’s contribution to sustainable development",4.7.1: Extent to which (i) global citizenship education and (ii) education for sustainable development are mainstreamed in (a) national education policies; (b) curricula; (c) teacher education; and (d) student assessment (similar to 12.8.1 and 13.3.1),Number,Area,Teacher Education,3,0.95,NA
IND,India,2020,"Department of School Education and Literacy, Ministry of Education",Quality Education,Education,4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"4.7: By 2030, ensure that all learners acquire the knowledge and skills needed to promote sustainable development, including, among others, through education for sustainable development and sustainable lifestyles, human rights, gender equality, promotion of a culture of peace and non-violence, global citizenship and appreciation of cultural diversity and of culture’s contribution to sustainable development",4.7.1: Extent to which (i) global citizenship education and (ii) education for sustainable development are mainstreamed in (a) national education policies; (b) curricula; (c) teacher education; and (d) student assessment (similar to 12.8.1 and 13.3.1),Number,Area,Student Assessment,4,1,NA
IND,India,2015-16,"Department of School Education and Literacy, Ministry of Education",Quality Education,Infrastructure,4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"4.a: Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Percent,Education Level,Electricity,1,58.55,NA
IND,India,2016-17,"Department of School Education and Literacy, Ministry of Education",Quality Education,Infrastructure,4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"4.a: Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Percent,Education Level,Electricity,1,60.81,NA
IND,India,2017-18,"Department of School Education and Literacy, Ministry of Education",Quality Education,Infrastructure,4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"4.a: Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Percent,Education Level,Electricity,1,63.06,NA
IND,India,2018-19,"Department of School Education and Literacy, Ministry of Education",Quality Education,Infrastructure,4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"4.a: Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Percent,Education Level,Electricity,1,73.86,NA
IND,India,2015-16,"Department of School Education and Literacy, Ministry of Education",Quality Education,Infrastructure,4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"4.a: Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Percent,Education Level,Computers for pedagogical purposes,2,27.31,NA
IND,India,2016-17,"Department of School Education and Literacy, Ministry of Education",Quality Education,Infrastructure,4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"4.a: Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Percent,Education Level,Computers for pedagogical purposes,2,28.24,NA
IND,India,2017-18,"Department of School Education and Literacy, Ministry of Education",Quality Education,Infrastructure,4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"4.a: Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Percent,Education Level,Computers for pedagogical purposes,2,31.25,NA
IND,India,2018-19,"Department of School Education and Literacy, Ministry of Education",Quality Education,Infrastructure,4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"4.a: Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Percent,Education Level,Computers for pedagogical purposes,2,32.66,NA
IND,India,2015-16,"Department of School Education and Literacy, Ministry of Education",Quality Education,Infrastructure,4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"4.a: Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Percent,Education Level,Adapted infrastructure and materials for students with disabilities/disabled friendly  Toilets,3,19.79,NA
IND,India,2016-17,"Department of School Education and Literacy, Ministry of Education",Quality Education,Infrastructure,4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"4.a: Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Percent,Education Level,Adapted infrastructure and materials for students with disabilities/disabled friendly  Toilets,3,22.44,NA
IND,India,2017-18,"Department of School Education and Literacy, Ministry of Education",Quality Education,Infrastructure,4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"4.a: Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Percent,Education Level,Adapted infrastructure and materials for students with disabilities/disabled friendly  Toilets,3,8.02,NA
IND,India,2018-19,"Department of School Education and Literacy, Ministry of Education",Quality Education,Infrastructure,4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"4.a: Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Percent,Education Level,Adapted infrastructure and materials for students with disabilities/disabled friendly  Toilets,3,17.54,NA
IND,India,2015-16,"Department of School Education and Literacy, Ministry of Education",Quality Education,Infrastructure,4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"4.a: Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Percent,Education Level,Adapted infrastructure and materials for students with disabilities/disabled friendly Ramp ,4,61,NA
IND,India,2016-17,"Department of School Education and Literacy, Ministry of Education",Quality Education,Infrastructure,4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"4.a: Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Percent,Education Level,Adapted infrastructure and materials for students with disabilities/disabled friendly Ramp ,4,61.31,NA
IND,India,2017-18,"Department of School Education and Literacy, Ministry of Education",Quality Education,Infrastructure,4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"4.a: Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Percent,Education Level,Adapted infrastructure and materials for students with disabilities/disabled friendly Ramp ,4,62.07,NA
IND,India,2018-19,"Department of School Education and Literacy, Ministry of Education",Quality Education,Infrastructure,4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"4.a: Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Percent,Education Level,Adapted infrastructure and materials for students with disabilities/disabled friendly Ramp ,4,63.71,NA
IND,India,2015-16,"Department of School Education and Literacy, Ministry of Education",Quality Education,Infrastructure,4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"4.a: Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Percent,Education Level,Basic drinking water,5,86.62,NA
IND,India,2016-17,"Department of School Education and Literacy, Ministry of Education",Quality Education,Infrastructure,4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"4.a: Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Percent,Education Level,Basic drinking water,5,87.34,NA
IND,India,2017-18,"Department of School Education and Literacy, Ministry of Education",Quality Education,Infrastructure,4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"4.a: Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Percent,Education Level,Basic drinking water,5,90.01,NA
IND,India,2018-19,"Department of School Education and Literacy, Ministry of Education",Quality Education,Infrastructure,4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"4.a: Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Percent,Education Level,Basic drinking water,5,95.68,NA
IND,India,2015-16,"Department of School Education and Literacy, Ministry of Education",Quality Education,Infrastructure,4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"4.a: Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Percent,Education Level,Single-sex basic sanitation facilities (Boys),6,95.65,NA
IND,India,2016-17,"Department of School Education and Literacy, Ministry of Education",Quality Education,Infrastructure,4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"4.a: Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Percent,Education Level,Single-sex basic sanitation facilities (Boys),6,95.62,NA
IND,India,2017-18,"Department of School Education and Literacy, Ministry of Education",Quality Education,Infrastructure,4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"4.a: Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Percent,Education Level,Single-sex basic sanitation facilities (Boys),6,94.03,NA
IND,India,2018-19,"Department of School Education and Literacy, Ministry of Education",Quality Education,Infrastructure,4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"4.a: Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Percent,Education Level,Single-sex basic sanitation facilities (Boys),6,92.63,NA
IND,India,2015-16,"Department of School Education and Literacy, Ministry of Education",Quality Education,Infrastructure,4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"4.a: Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Percent,Education Level,Single-sex basic sanitation facilities (Girls),7,96.9,NA
IND,India,2016-17,"Department of School Education and Literacy, Ministry of Education",Quality Education,Infrastructure,4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"4.a: Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Percent,Education Level,Single-sex basic sanitation facilities (Girls),7,96.88,NA
IND,India,2017-18,"Department of School Education and Literacy, Ministry of Education",Quality Education,Infrastructure,4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"4.a: Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Percent,Education Level,Single-sex basic sanitation facilities (Girls),7,96.12,NA
IND,India,2018-19,"Department of School Education and Literacy, Ministry of Education",Quality Education,Infrastructure,4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"4.a: Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Percent,Education Level,Single-sex basic sanitation facilities (Girls),7,94.38,NA
IND,India,2015-16,"Department of School Education and Literacy, Ministry of Education",Quality Education,Infrastructure,4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"4.a: Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Percent,Education Level,Basic hand washing facilities (as per the WASH indicator definitions),8,51.6,NA
IND,India,2016-17,"Department of School Education and Literacy, Ministry of Education",Quality Education,Infrastructure,4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"4.a: Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Percent,Education Level,Basic hand washing facilities (as per the WASH indicator definitions),8,55.55,NA
IND,India,2017-18,"Department of School Education and Literacy, Ministry of Education",Quality Education,Infrastructure,4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"4.a: Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Percent,Education Level,Basic hand washing facilities (as per the WASH indicator definitions),8,58.09,NA
IND,India,2018-19,"Department of School Education and Literacy, Ministry of Education",Quality Education,Infrastructure,4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"4.a: Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Percent,Education Level,Basic hand washing facilities (as per the WASH indicator definitions),8,88.18,NA
IND,India,2015-16,"Department of School Education and Literacy, Ministry of Education",Quality Education,Infrastructure,4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"4.c: By 2030, substantially increase the supply of qualified teachers, including through international cooperation for teacher training in developing countries, especially least developed countries and small island developing States","4.c.1: Proportion of trained teacher, by education level (primary, upper primary, elementary, secondary and higher secondary education), (in percentage)",Percent,Education Level,Primary,1,67.82,NA
IND,India,2016-17,"Department of School Education and Literacy, Ministry of Education",Quality Education,Infrastructure,4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"4.c: By 2030, substantially increase the supply of qualified teachers, including through international cooperation for teacher training in developing countries, especially least developed countries and small island developing States","4.c.1: Proportion of trained teacher, by education level (primary, upper primary, elementary, secondary and higher secondary education), (in percentage)",Percent,Education Level,Primary,1,67.22,NA
IND,India,2017-18,"Department of School Education and Literacy, Ministry of Education",Quality Education,Infrastructure,4: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,"4.c: By 2030, substantially increase the supply of qualified teachers, including through international cooperation for teacher training in developing countries, especially least developed countries and small island developing States","4.c.1: Proportion of trained teacher, by education level (primary, upper primary, elementary, secondary and higher secondary education), (in percentage)",Percent,Education Level,Primary,1,68.31,NA
